日期,最高气温,最低气温,天气,风向,空气质量
2014-01-22 星期三 ,11℃,-8℃,晴,微风 小于3级,
2014-01-23 星期四 ,8℃,-7℃,晴转多云,微风 小于3级,
2014-01-24 星期五 ,7℃,-4℃,多云转晴,微风 小于3级,
2014-01-25 星期六 ,9℃,-8℃,晴,微风 小于3级,
2014-01-26 星期日 ,11℃,-6℃,晴,微风 小于3级,
2014-01-27 星期一 ,11℃,-6℃,晴,微风 小于3级,
2014-01-28 星期二 ,9℃,-5℃,晴,微风 小于3级,
2014-01-29 星期三 ,11℃,-5℃,晴,微风 小于3级,
2014-01-30 星期四 ,14℃,-5℃,晴,微风 小于3级,
2014-01-31 星期五 ,15℃,-4℃,晴,微风 小于3级,
2014-02-01 星期六 ,15℃,-4℃,晴,微风 小于3级,
2014-02-02 星期日 ,13℃,-5℃,晴,微风 小于3级,
2014-02-03 星期一 ,13℃,-5℃,晴,微风 小于3级,
2014-02-04 星期二 ,8℃,-6℃,晴转多云,微风 小于3级,
2014-02-05 星期三 ,6℃,-4℃,多云,微风 小于3级,
2014-02-06 星期四 ,1℃,-6℃,小雪,微风 小于3级,
2014-02-07 星期五 ,4℃,-9℃,多云,微风 小于3级,
2014-02-08 星期六 ,1℃,-7℃,多云转阴,微风 小于3级,
2014-02-09 星期日 ,1℃,-8℃,阴转多云,微风 小于3级,
2014-02-10 星期一 ,1℃,-9℃,多云,微风 小于3级,
2014-02-11 星期二 ,3℃,-8℃,多云,微风 小于3级,
2014-02-12 星期三 ,3℃,-8℃,多云转小雪,微风 小于3级,
2014-02-13 星期四 ,3℃,-9℃,多云,微风 小于3级,
2014-02-14 星期五 ,3℃,-8℃,多云,微风 小于3级,
2014-02-15 星期六 ,1℃,-6℃,多云转小雪,微风 小于3级,
2014-02-16 星期日 ,-1℃,-4℃,小雪转中雪,微风 小于3级,
2014-02-17 星期一 ,-1℃,-5℃,中雪,微风 小于3级,
2014-02-18 星期二 ,-1℃,-8℃,小雪转多云,微风 小于3级,
2014-02-19 星期三 ,2℃,-9℃,晴,微风 小于3级,
2014-02-20 星期四 ,6℃,-7℃,晴,微风 小于3级,
2014-02-21 星期五 ,8℃,-7℃,晴,微风 小于3级,
2014-02-22 星期六 ,10℃,-3℃,多云转晴,微风 小于3级,
2014-02-23 星期日 ,12℃,-2℃,多云,微风 小于3级,
2014-02-24 星期一 ,14℃,0℃,多云,微风 小于3级,
2014-02-25 星期二 ,16℃,0℃,晴,微风 小于3级,
2014-02-26 星期三 ,9℃,3℃,多云,微风 小于3级,
2014-02-27 星期四 ,12℃,-2℃,多云转晴,微风 小于3级,
2014-02-28 星期五 ,8℃,1℃,多云,微风 小于3级,
2014-03-01 星期六 ,10℃,0℃,多云,微风 小于3级,
2014-03-02 星期日 ,11℃,0℃,多云,微风 小于3级,
2014-03-03 星期一 ,10℃,1℃,多云,微风 小于3级,
2014-03-04 星期二 ,11℃,-1℃,晴,微风 小于3级,
2014-03-05 星期三 ,10℃,-1℃,晴转多云,微风 小于3级,
2014-03-06 星期四 ,11℃,1℃,多云,微风 小于3级,
2014-03-07 星期五 ,8℃,3℃,小雨,微风 小于3级,
2014-03-08 星期六 ,12℃,-1℃,多云转晴,微风 小于3级,
2014-03-09 星期日 ,15℃,0℃,晴,微风 小于3级,
2014-03-10 星期一 ,19℃,0℃,晴,微风 小于3级,
2014-03-11 星期二 ,19℃,2℃,晴转多云,微风 小于3级,
2014-03-12 星期三 ,11℃,0℃,多云,微风 小于3级,
2014-03-13 星期四 ,14℃,-1℃,晴,微风 小于3级,
2014-03-14 星期五 ,18℃,0℃,晴,微风 小于3级,
2014-03-15 星期六 ,21℃,1℃,晴,微风 小于3级,
2014-03-16 星期日 ,23℃,1℃,晴,微风 小于3级,
2014-03-17 星期一 ,19℃,5℃,晴转多云,微风 小于3级,
2014-03-18 星期二 ,23℃,5℃,多云转晴,微风 小于3级,
2014-03-19 星期三 ,19℃,8℃,多云转阴,微风~东北风 小于3级~3-4级,
2014-03-20 星期四 ,15℃,1℃,多云,北风 3-4级,
2014-03-21 星期五 ,16℃,1℃,多云,微风 小于3级,
2014-03-22 星期六 ,16℃,2℃,多云,微风 小于3级,
2014-03-23 星期日 ,19℃,3℃,多云,微风 小于3级,
2014-03-24 星期一 ,20℃,6℃,多云,微风 小于3级,
2014-03-25 星期二 ,24℃,5℃,晴,微风 小于3级,
2014-03-26 星期三 ,26℃,6℃,晴,微风 小于3级,
2014-03-27 星期四 ,21℃,9℃,多云,微风 小于3级,
2014-03-28 星期五 ,20℃,8℃,多云,微风 小于3级,
2014-03-29 星期六 ,24℃,8℃,多云转阴,微风 小于3级,
2014-03-30 星期日 ,18℃,10℃,小雨,微风 小于3级,
2014-03-31 星期一 ,18℃,3℃,多云,微风 小于3级,
2014-04-01 星期二 ,20℃,4℃,多云,微风 小于3级,
2014-04-02 星期三 ,17℃,7℃,小雨转多云,微风 小于3级,
2014-04-03 星期四 ,17℃,6℃,多云转阵雨,微风 小于3级,
2014-04-04 星期五 ,18℃,7℃,阵雨转多云,微风 小于3级,
2014-04-05 星期六 ,19℃,6℃,多云,微风 小于3级,
2014-04-06 星期日 ,21℃,7℃,多云转晴,微风 小于3级,
2014-04-07 星期一 ,24℃,7℃,晴,微风 小于3级,
2014-04-08 星期二 ,25℃,8℃,晴,微风 小于3级,
2014-04-09 星期三 ,21℃,11℃,多云,微风 小于3级,
2014-04-10 星期四 ,20℃,10℃,阵雨,微风 小于3级,
2014-04-11 星期五 ,19℃,10℃,小雨,微风 小于3级,
2014-04-12 星期六 ,22℃,7℃,阵雨转多云,微风 小于3级,
2014-04-13 星期日 ,25℃,7℃,晴,微风 小于3级,
2014-04-14 星期一 ,26℃,11℃,多云,微风 小于3级,
2014-04-15 星期二 ,25℃,12℃,多云转阵雨,微风 小于3级,
2014-04-16 星期三 ,21℃,9℃,小雨转多云,微风 小于3级,
2014-04-17 星期四 ,21℃,9℃,多云,微风 小于3级,
2014-04-18 星期五 ,15℃,8℃,小雨,微风 小于3级,
2014-04-19 星期六 ,17℃,7℃,小雨转多云,微风 小于3级,
2014-04-20 星期日 ,13℃,7℃,小雨,微风 小于3级,
2014-04-21 星期一 ,15℃,6℃,小雨转多云,微风 小于3级,
2014-04-22 星期二 ,19℃,4℃,多云转晴,微风 小于3级,
2014-04-23 星期三 ,21℃,7℃,晴转多云,微风 小于3级,
2014-04-24 星期四 ,19℃,6℃,多云转小雨,北风 3-4级,
2014-04-25 星期五 ,13℃,2℃,小雨转多云,北风~微风 3-4级~小于3级,
2014-04-26 星期六 ,16℃,3℃,多云,微风 小于3级,
2014-04-27 星期日 ,20℃,5℃,晴,微风 小于3级,
2014-04-28 星期一 ,23℃,7℃,晴,微风 小于3级,
2014-04-29 星期二 ,25℃,8℃,晴,微风 小于3级,
2014-04-30 星期三 ,27℃,10℃,晴,微风 小于3级,
2014-05-01 星期四 ,23℃,8℃,扬沙转小雨,北风 3-4级,
2014-05-02 星期五 ,18℃,3℃,多云,微风 小于3级,
2014-05-03 星期六 ,21℃,7℃,晴,微风 小于3级,
2014-05-04 星期日 ,21℃,6℃,晴,微风 小于3级,
2014-05-05 星期一 ,23℃,8℃,晴,微风 小于3级,
2014-05-06 星期二 ,26℃,10℃,晴,微风 小于3级,
2014-05-07 星期三 ,28℃,10℃,晴,微风 小于3级,
2014-05-08 星期四 ,27℃,12℃,晴转多云,微风 小于3级,
2014-05-09 星期五 ,23℃,9℃,多云转阵雨,北风 3-4级,
2014-05-10 星期六 ,15℃,7℃,小雨,北风 3-4级,
2014-05-11 星期日 ,23℃,5℃,多云转晴,微风 小于3级,
2014-05-12 星期一 ,25℃,9℃,晴,微风 小于3级,
2014-05-13 星期二 ,24℃,12℃,多云,微风 小于3级,
2014-05-14 星期三 ,20℃,10℃,小雨,微风 小于3级,
2014-05-15 星期四 ,23℃,6℃,多云,微风 小于3级,
2014-05-16 星期五 ,26℃,9℃,多云,微风 小于3级,
2014-05-17 星期六 ,27℃,12℃,多云,微风 小于3级,
2014-05-18 星期日 ,24℃,11℃,多云转阵雨,微风~北风 小于3级~3-4级,
2014-05-19 星期一 ,26℃,10℃,阵雨转晴,微风 小于3级,
2014-05-20 星期二 ,30℃,12℃,晴,微风 小于3级,
2014-05-21 星期三 ,31℃,13℃,晴,微风 小于3级,
2014-05-22 星期四 ,28℃,15℃,多云转阵雨,微风 小于3级,
2014-05-23 星期五 ,25℃,14℃,小雨,北风~微风 3-4级~小于3级,
2014-05-24 星期六 ,21℃,13℃,扬沙,微风~西北风 小于3级~3-4级,
2014-05-25 星期日 ,22℃,10℃,多云,微风 小于3级,
2014-05-26 星期一 ,27℃,10℃,晴,微风 小于3级,
2014-05-27 星期二 ,28℃,13℃,晴转多云,微风 小于3级,
2014-05-28 星期三 ,28℃,14℃,多云,微风 小于3级,
2014-05-29 星期四 ,31℃,15℃,多云,微风 小于3级,
2014-05-30 星期五 ,30℃,17℃,多云,微风 小于3级,
2014-05-31 星期六 ,33℃,16℃,多云转晴,微风 小于3级,
2014-06-01 星期日 ,35℃,17℃,晴,微风 小于3级,
2014-06-02 星期一 ,31℃,19℃,多云,北风~微风 3-4级~小于3级,
2014-06-03 星期二 ,27℃,18℃,雷阵雨转中雨,北风~微风 3-4级~小于3级,
2014-06-04 星期三 ,28℃,16℃,多云转晴,微风 小于3级,
2014-06-05 星期四 ,29℃,16℃,晴,微风 小于3级,
2014-06-06 星期五 ,27℃,15℃,多云转晴,微风 小于3级,
2014-06-07 星期六 ,29℃,15℃,多云,微风 小于3级,
2014-06-08 星期日 ,29℃,15℃,多云,微风 小于3级,
2014-06-09 星期一 ,29℃,19℃,多云,微风 小于3级,
2014-06-10 星期二 ,27℃,18℃,多云转阵雨,东南风 微风,
2014-06-11 星期三 ,22℃,17℃,中雨,东南风 微风,
2014-06-12 星期四 ,21℃,15℃,中雨,北风 微风,
2014-06-13 星期五 ,26℃,14℃,多云,东北风 微风,
2014-06-14 星期六 ,29℃,16℃,多云,北风 微风,
2014-06-15 星期日 ,31℃,16℃,多云转晴,西北风 微风,
2014-06-16 星期一 ,32℃,15℃,晴,暂无实况 微风,
2014-06-17 星期二 ,29℃,19℃,多云转阵雨,东北风 微风转北风3-4级,
2014-06-18 星期三 ,24℃,14℃,小雨转多云,东北风 微风,
2014-06-19 星期四 ,27℃,14℃,晴,东北风 微风,
2014-06-20 星期五 ,28℃,14℃,晴转多云,东风 微风,
2014-06-21 星期六 ,30℃,17℃,多云,东南风 微风,
2014-06-22 星期日 ,29℃,17℃,多云,北风 微风转北风3-4级,
2014-06-23 星期一 ,26℃,18℃,小雨,西风 微风,
2014-06-24 星期二 ,27℃,16℃,小雨转多云,东风 微风,
2014-06-25 星期三 ,29℃,18℃,多云,南风 微风,
2014-06-26 星期四 ,26℃,18℃,多云转小雨,东北风 微风,
2014-06-27 星期五 ,21℃,15℃,中雨,西南风 微风,
2014-06-28 星期六 ,29℃,13℃,多云转晴,南风 微风,
2014-06-29 星期日 ,28℃,16℃,多云,东北风 微风,
2014-06-30 星期一 ,29℃,15℃,多云转晴,东风 微风,
2014-07-01 星期二 ,31℃,16℃,晴转多云,东北风 微风,
2014-07-02 星期三 ,28℃,16℃,阵雨,北风 微风,
2014-07-03 星期四 ,32℃,16℃,晴,东北风 微风,
2014-07-04 星期五 ,33℃,19℃,晴,东北风 微风,
2014-07-05 星期六 ,33℃,20℃,晴,东北风 微风,
2014-07-06 星期日 ,30℃,20℃,多云,东北风 微风,
2014-07-07 星期一 ,27℃,17℃,多云转中雨,东风 微风,
2014-07-08 星期二 ,22℃,14℃,中雨转小雨,北风 微风,
2014-07-09 星期三 ,28℃,15℃,多云,东北风 微风,
2014-07-10 星期四 ,28℃,16℃,多云转阵雨,东风 微风,
2014-07-11 星期五 ,27℃,15℃,多云转阵雨,微风 小于3级,
2014-07-12 星期六 ,26℃,16℃,小雨转多云,微风 小于3级,
2014-07-13 星期日 ,28℃,15℃,晴转多云,微风 小于3级,
2014-07-14 星期一 ,31℃,15℃,晴,微风 小于3级,
2014-07-15 星期二 ,32℃,16℃,晴,微风 小于3级,
2014-07-16 星期三 ,34℃,17℃,晴,微风 小于3级,
2014-07-17 星期四 ,34℃,18℃,晴,微风 小于3级,
2014-07-18 星期五 ,33℃,18℃,晴,微风 小于3级,
2014-07-19 星期六 ,31℃,20℃,晴转多云,微风 小于3级,
2014-07-20 星期日 ,31℃,20℃,多云,微风 小于3级,
2014-07-21 星期一 ,28℃,20℃,多云,微风 小于3级,
2014-07-22 星期二 ,22℃,16℃,小雨转中雨,微风 小于3级,
2014-07-23 星期三 ,21℃,15℃,中雨,微风 小于3级,
2014-07-24 星期四 ,29℃,14℃,多云转晴,微风 小于3级,
2014-07-25 星期五 ,32℃,16℃,晴,微风 小于3级,
2014-07-26 星期六 ,33℃,17℃,晴,微风 小于3级,
2014-07-27 星期日 ,33℃,18℃,晴,微风 小于3级,
2014-07-28 星期一 ,33℃,19℃,晴转阵雨,微风 小于3级,
2014-07-29 星期二 ,35℃,19℃,阵雨转晴,微风 小于3级,
2014-07-30 星期三 ,36℃,20℃,晴,微风 小于3级,
2014-07-31 星期四 ,35℃,20℃,晴,微风 小于3级,
2014-08-01 星期五 ,32℃,20℃,多云转晴,微风 小于3级,
2014-08-02 星期六 ,33℃,20℃,阵雨转晴,微风 小于3级,
2014-08-03 星期日 ,31℃,19℃,多云转阵雨,微风 小于3级,
2014-08-04 星期一 ,26℃,16℃,阵雨,微风 小于3级,
2014-08-05 星期二 ,25℃,18℃,多云转小雨,微风 小于3级,
2014-08-06 星期三 ,20℃,16℃,中雨,微风 小于3级,
2014-08-07 星期四 ,25℃,14℃,多云转阵雨,微风 小于3级,
2014-08-08 星期五 ,25℃,16℃,小雨,微风 小于3级,
2014-08-09 星期六 ,28℃,17℃,多云,微风 小于3级,
2014-08-10 星期日 ,28℃,17℃,多云转阵雨,微风 小于3级,
2014-08-11 星期一 ,22℃,14℃,小雨,微风 小于3级,
2014-08-12 星期二 ,24℃,14℃,阵雨转多云,微风 小于3级,
2014-08-13 星期三 ,27℃,15℃,多云转晴,微风 小于3级,
2014-08-14 星期四 ,29℃,14℃,晴,微风 小于3级,
2014-08-15 星期五 ,29℃,15℃,晴,微风 小于3级,
2014-08-16 星期六 ,28℃,15℃,晴,微风 小于3级,
2014-08-17 星期日 ,29℃,15℃,多云转晴,微风 小于3级,
2014-08-18 星期一 ,31℃,15℃,晴,微风 小于3级,
2014-08-19 星期二 ,31℃,15℃,晴,微风 小于3级,
2014-08-20 星期三 ,28℃,17℃,晴转阵雨,微风 小于3级,
2014-08-21 星期四 ,24℃,15℃,小雨,微风 小于3级,
2014-08-22 星期五 ,25℃,15℃,多云,微风 小于3级,
2014-08-23 星期六 ,22℃,14℃,阵雨,微风 小于3级,
2014-08-24 星期日 ,28℃,11℃,晴,微风 小于3级,
2014-08-25 星期一 ,27℃,13℃,晴转多云,微风 小于3级,
2014-08-26 星期二 ,27℃,14℃,小雨转晴,微风 小于3级,
2014-08-27 星期三 ,30℃,13℃,晴,微风 小于3级,
2014-08-28 星期四 ,32℃,15℃,晴,微风 小于3级,
2014-08-29 星期五 ,26℃,15℃,多云转阵雨,微风 小于3级,
2014-08-30 星期六 ,24℃,15℃,小雨转多云,微风 小于3级,
2014-08-31 星期日 ,26℃,16℃,多云转阵雨,微风 小于3级,
2014-09-01 星期一 ,23℃,14℃,小雨转多云,微风 小于3级,
2014-09-02 星期二 ,26℃,12℃,晴,微风 小于3级,
2014-09-03 星期三 ,29℃,13℃,晴,微风 小于3级,
2014-09-04 星期四 ,29℃,12℃,晴,微风 小于3级,
2014-09-05 星期五 ,28℃,15℃,晴转多云,微风 小于3级,
2014-09-06 星期六 ,25℃,16℃,阵雨,微风 小于3级,
2014-09-07 星期日 ,26℃,15℃,多云,微风 小于3级,
2014-09-08 星期一 ,23℃,17℃,多云转小雨,微风 小于3级,
2014-09-09 星期二 ,25℃,15℃,多云,微风 小于3级,
2014-09-10 星期三 ,23℃,16℃,多云转小雨,微风 小于3级,
2014-09-11 星期四 ,22℃,15℃,小雨转多云,微风 小于3级,
2014-09-12 星期五 ,27℃,13℃,多云,微风 小于3级,
2014-09-13 星期六 ,21℃,14℃,多云转小雨,微风 小于3级,
2014-09-14 星期日 ,16℃,12℃,中雨,微风 小于3级,
2014-09-15 星期一 ,19℃,11℃,小雨转多云,微风 小于3级,
2014-09-16 星期二 ,18℃,13℃,小雨,微风 小于3级,
2014-09-17 星期三 ,23℃,12℃,阴转多云,微风 小于3级,
2014-09-18 星期四 ,26℃,10℃,晴,微风 小于3级,
2014-09-19 星期五 ,27℃,12℃,多云,微风 小于3级,
2014-09-20 星期六 ,27℃,12℃,晴,微风 小于3级,
2014-09-21 星期日 ,22℃,14℃,多云转小雨,微风 小于3级,
2014-09-22 星期一 ,16℃,10℃,小雨,微风 小于3级,
2014-09-23 星期二 ,20℃,9℃,小雨转多云,微风 小于3级,
2014-09-24 星期三 ,25℃,8℃,多云,微风 小于3级,
2014-09-25 星期四 ,25℃,11℃,晴转多云,微风 小于3级,
2014-09-26 星期五 ,23℃,13℃,多云转阴,微风 小于3级,
2014-09-27 星期六 ,22℃,12℃,阵雨转多云,微风 小于3级,
2014-09-28 星期日 ,24℃,11℃,多云转晴,微风 小于3级,
2014-09-29 星期一 ,25℃,9℃,晴,微风 小于3级,
2014-09-30 星期二 ,22℃,12℃,多云转阵雨,微风 小于3级,
2014-10-01 星期三 ,22℃,11℃,阵雨转多云,微风 小于3级,
2014-10-02 星期四 ,24℃,8℃,晴,微风 小于3级,
2014-10-03 星期五 ,22℃,10℃,多云,微风 小于3级,
2014-10-04 星期六 ,19℃,10℃,小雨转多云,微风 小于3级,
2014-10-05 星期日 ,23℃,7℃,晴,微风 小于3级,
2014-10-06 星期一 ,24℃,8℃,晴转多云,微风 小于3级,
2014-10-07 星期二 ,24℃,12℃,多云,微风 小于3级,
2014-10-08 星期三 ,24℃,11℃,多云,微风 小于3级,
2014-10-09 星期四 ,25℃,11℃,晴,微风 小于3级,
2014-10-10 星期五 ,19℃,10℃,多云转小雨,北风 3-4级,
2014-10-11 星期六 ,10℃,5℃,雨夹雪,北风 3-4级,
2014-10-12 星期日 ,9℃,2℃,雨夹雪转多云,微风 小于3级,
2014-10-13 星期一 ,12℃,3℃,多云转晴,微风 小于3级,
2014-10-14 星期二 ,17℃,3℃,晴,微风 小于3级,
2014-10-15 星期三 ,16℃,6℃,多云,微风 小于3级,
2014-10-16 星期四 ,16℃,9℃,多云,微风 小于3级,
2014-10-17 星期五 ,17℃,7℃,多云,微风 小于3级,
2014-10-18 星期六 ,16℃,9℃,阵雨,微风 小于3级,
2014-10-19 星期日 ,17℃,9℃,多云,微风 小于3级,
2014-10-20 星期一 ,20℃,8℃,多云,微风 小于3级,
2014-10-21 星期二 ,21℃,7℃,晴,微风 小于3级,
2014-10-22 星期三 ,19℃,7℃,晴,微风 小于3级,
2014-10-23 星期四 ,21℃,6℃,晴,微风 小于3级,
2014-10-24 星期五 ,22℃,5℃,晴,微风 小于3级,
2014-10-25 星期六 ,21℃,5℃,晴,微风 小于3级,
2014-10-26 星期日 ,20℃,6℃,晴,微风 小于3级,
2014-10-27 星期一 ,19℃,8℃,晴转多云,微风 小于3级,
2014-10-28 星期二 ,16℃,9℃,阵雨,微风 小于3级,
2014-10-29 星期三 ,18℃,7℃,多云,微风 小于3级,
2014-10-30 星期四 ,14℃,6℃,多云转小雨,微风 小于3级,
2014-10-31 星期五 ,8℃,2℃,雨夹雪转多云,北风 3-4级,
2014-11-01 星期六 ,8℃,1℃,雨夹雪转多云,微风 小于3级,
2014-11-02 星期日 ,11℃,-4℃,晴,微风 小于3级,
2014-11-03 星期一 ,14℃,-1℃,晴,微风 小于3级,
2014-11-04 星期二 ,13℃,0℃,晴,微风 小于3级,
2014-11-05 星期三 ,14℃,0℃,晴,微风 小于3级,
2014-11-06 星期四 ,12℃,1℃,晴转多云,微风 小于3级,
2014-11-07 星期五 ,11℃,1℃,阴转多云,微风 小于3级,
2014-11-08 星期六 ,12℃,3℃,多云,微风 小于3级,
2014-11-09 星期日 ,12℃,3℃,多云,微风 小于3级,
2014-11-10 星期一 ,12℃,3℃,多云,微风 小于3级,
2014-11-11 星期二 ,9℃,1℃,多云,微风 小于3级,
2014-11-12 星期三 ,9℃,0℃,多云,微风 小于3级,
2014-11-13 星期四 ,10℃,-1℃,晴,微风 小于3级,
2014-11-14 星期五 ,7℃,-1℃,多云转阴,微风 小于3级,
2014-11-15 星期六 ,7℃,-2℃,多云,微风 小于3级,
2014-11-16 星期日 ,8℃,-2℃,晴转多云,微风 小于3级,
2014-11-17 星期一 ,10℃,-1℃,多云,微风 小于3级,
2014-11-18 星期二 ,10℃,-2℃,晴转多云,微风 小于3级,
2014-11-19 星期三 ,12℃,-2℃,晴,微风 小于3级,
2014-11-20 星期四 ,9℃,-1℃,晴转多云,微风 小于3级,
2014-11-21 星期五 ,9℃,-1℃,多云,微风 小于3级,
2014-11-22 星期六 ,8℃,0℃,多云,微风 小于3级,
2014-11-23 星期日 ,6℃,0℃,多云转小雪,微风 小于3级,
2014-11-24 星期一 ,10℃,0℃,小雪转多云,微风 小于3级,
2014-11-25 星期二 ,13℃,-3℃,晴,微风 小于3级,
2014-11-26 星期三 ,9℃,0℃,多云转阴,微风 小于3级,
2014-11-27 星期四 ,6℃,-1℃,多云,微风 小于3级,
2014-11-28 星期五 ,9℃,-3℃,多云,微风 小于3级,
2014-11-29 星期六 ,6℃,-1℃,多云,微风~北风 小于3级~3-4级,
2014-11-30 星期日 ,2℃,-7℃,小雪转阵雪,北风 3-4级,
2014-12-01 星期一 ,5℃,-6℃,晴,微风 小于3级,
2014-12-02 星期二 ,6℃,-5℃,晴,微风 小于3级,
2014-12-03 星期三 ,2℃,-5℃,多云转晴,微风 小于3级,
2014-12-04 星期四 ,6℃,-6℃,晴,微风 小于3级,
2014-12-05 星期五 ,8℃,-6℃,晴,微风 小于3级,
2014-12-06 星期六 ,4℃,-4℃,多云,微风 小于3级,
2014-12-07 星期日 ,7℃,-6℃,晴,微风 小于3级,
2014-12-08 星期一 ,7℃,-5℃,晴转多云,微风 小于3级,
2014-12-09 星期二 ,2℃,-5℃,多云转小雪,北风 3-4级,
2014-12-10 星期三 ,0℃,-7℃,阴转多云,微风 小于3级,
2014-12-11 星期四 ,0℃,-6℃,多云,微风 小于3级,
2014-12-12 星期五 ,1℃,-8℃,多云转晴,微风 小于3级,
2014-12-13 星期六 ,3℃,-8℃,晴,微风 小于3级,
2014-12-14 星期日 ,2℃,-7℃,多云,北风 3-4级,
2014-12-15 星期一 ,-3℃,-9℃,多云,北风 3-4级,
2014-12-16 星期二 ,1℃,-11℃,晴,微风 小于3级,
2014-12-17 星期三 ,3℃,-9℃,晴,微风 小于3级,
2014-12-18 星期四 ,4℃,-7℃,晴,微风 小于3级,
2014-12-19 星期五 ,3℃,-7℃,晴转多云,微风 小于3级,
2014-12-20 星期六 ,1℃,-8℃,多云转阴,微风 小于3级,
2014-12-21 星期日 ,2℃,-11℃,晴,微风 小于3级,
2014-12-22 星期一 ,3℃,-10℃,晴转多云,微风 小于3级,
